11755	6069	35
264	3621	9
2355	4892	19
375	1385	0
101	5073	8
105	4978	17
298	8143	20
112	5763	22
1150	5925	20
12	5426	26
40135	1815	15
123	4047	12
12	4860	24
687	6014	6
12	3706	11
15667	3679	7
103	6299	24
102	335	34
12	4889	4
8967	6476	10
107	8932	10
3257	9075	8
622	8920	2
424	2795	10
8463	6389	12
35888	8242	4
119	7023	9
447	4455	28
286	6114	5
7448	6060	2
108	4237	7
1804	6191	16
153	6924	3
12	4440	18
261	3051	20
197	5818	11
5937	4866	5
101	3636	17
103	7444	12
14	8341	21
104	8246	12
155	6851	3
38028	2579	14
431	3810	11
9415	51	6
581	7257	19
484	4751	22
6615	8731	7
12661	6271	23
1900	8079	5
58	2190	5
168	6040	11
4562	1161	17
136	9514	11
118	6487	3
114	883	11
116	1714	5
2661	1313	2
401	1320	10
239	830	3
537	8267	26
196	9982	10
120	2218	11
120	3940	9
9008	3813	7
111	1999	14
2476	1680	39
1421	5473	10
107	8393	6
8710	1284	15
570	1796	4
531	8555	10
14	2021	37
39681	408	3
134	8748	5
125	6575	6
105	7826	6
202	7381	23
111	2401	31
2352	676	5
10312	3132	22
122	5036	0
33443	3023	25
105	4569	11
14	6434	32
491	4939	38
27704	9840	4
7319	2537	12
113	7817	7
14	3481	19
104	7350	2
14	2994	13
102	8788	14
122	5666	0
132	4249	22
248	6026	20
1451	7250	5
185	1013	2
13017	971	28
32021	8432	2
657	8333	5
101	4831	12
9	1277	20
2301	7162	10
25829	7018	21
30020	233	11
109	264	7
3024	7940	10
18140	6920	10
16027	3173	1
14	5264	20
28910	8262	27
12	3607	5
23372	2096	12
101	7572	1
10340	8924	22
288	8680	8
105	1663	9
804	1553	3
5954	1855	20
157	5032	11
12	5757	8
461	7051	22
352	7660	1
12	7031	19
123	1604	7
30098	4032	25
1925	3826	3
3135	5930	9
14	8603	17
29306	9352	6
117	4627	20
12	8725	7
164	5946	6
1138	4044	12
4420	8573	4
3487	5056	20
8559	5520	20
12	6454	5
774	9882	19
117	7027	7
34207	299	21
122	5349	0
10144	1863	17
120	1894	4
102	4215	4
38573	2095	12
113	459	5
131	5070	32
880	6629	0
3918	9508	3
109	2988	5
113	7501	22
188	8394	8
105	5930	33
168	9880	9
41361	9498	30
164	2751	4
11409	3882	23
4233	2981	10
8072	6712	8
164	1616	3
39140	1436	29
503	1165	8
15113	919	7
15924	5304	5
107	7051	11
7146	9985	24
104	2708	19
109	9577	7
870	4752	10
21221	9900	10
3858	6461	13
3568	8305	15
154	5124	1
39080	5375	15
12	3825	8
101	4509	11
140	936	16
4431	4492	8
106	7335	25
130	8559	33
1454	1431	19
1581	850	28
204	7240	9
104	9522	27
445	906	7
12	8244	10
128	159	10
119	4293	15
265	263	23
12	6935	8
101	1147	11
108	6088	6
4539	2734	25
497	5112	48
585	814	24
355	1803	11
2253	8420	2
116	5371	8
1173	1509	0
12	6322	22
12155	6346	14
151	4527	14
105	8509	1
115	3545	7
140	9705	9
14543	6436	20
7	6663	14
195	8430	36
1982	503	2
5066	645	26
774	8400	2
418	5041	4
328	8625	17
12	5660	7
34217	3034	12
112	1795	31
106	7938	7
3404	4804	8
36244	4027	1
7	6214	24
41605	5988	7
15856	3821	18
8	20	3
35241	1834	7
13757	9278	16
9196	9598	13
17	1857	14
13548	6084	19
269	7383	7
3771	1	9
111	1518	3
1090	574	20
339	2166	9
12	2488	8
134	6958	10
7255	7922	0
535	5099	25
113	7912	8
38668	5140	18
1696	3900	10
12	1967	34
42018	4850	0
109	717	2
1793	7245	13
32403	9784	17
2284	5633	33
5894	2154	14
110	5603	17
38891	5246	24
26255	1113	8
108	4225	6
104	8400	1
334	1860	24
648	9719	1
102	6304	40
36532	7438	33
102	1475	39
213	8889	24
101	8030	20
5978	9973	6
10112	901	37
25584	7407	29
35935	5319	26
14	5147	23
111	2539	8
109	4586	16
27304	3613	5
132	9631	6
103	4058	3
12	7925	18
4402	6042	3
161	9641	8
101	2909	8
245	2725	7
5204	8011	13
217	7507	11
3455	4374	19
36814	8039	27
119	8649	12
24657	9160	9
105	3858	15
2630	7221	2
19697	3846	11
101	9013	2
8946	1099	10
12	1914	3
292	659	8
1489	2452	0
158	6117	10
34427	2437	6
109	6633	9
112	6446	22
266	7007	3
134	6061	23
12	9552	6
21	8186	11
6501	5020	14
12660	7667	17
3878	979	6
3718	4461	1
330	9056	12
467	3509	9
139	5326	2
34694	4351	6
300	3406	21
12	1694	11
121	3907	0
5081	3501	11
123	1835	12
14875	968	18
548	6649	17
5981	8598	26
14	7193	26
896	7690	26
14	3477	18
31969	4585	17
9899	1288	1
23181	7590	7
21752	1278	22
12	5302	9
4653	2856	6
520	9433	2
115	4532	12
7317	303	12
12	756	3
108	1290	8
102	3229	13
26668	6887	16
104	2396	3
104	1459	4
101	6922	37
1345	3768	19
310	3164	31
102	6101	28
676	765	29
174	4418	17
2106	7370	24
3302	6855	13
1575	2317	9
1325	9343	20
163	5304	38
29251	6925	10
6387	8442	17
224	5145	17
29408	4223	18
828	6278	23
389	6541	4
3185	4893	0
10118	9103	7
261	5743	2
23915	5771	19
30500	5350	28
5947	4035	14
219	1782	12
176	6572	11
116	5846	4
373	9416	26
1986	7615	6
7237	5837	23
188	4130	3
364	3160	21
14	5631	31
1316	9700	27
2992	5514	23
40930	5714	2
121	3460	0
4408	4857	0
12	1113	11
19885	4077	14
132	2118	33
2546	8365	9
12	7953	26
558	3493	5
119	2464	18
1732	3875	28
40259	5056	17
10473	7079	13
956	1516	16
688	61	19
107	1130	24
12264	3223	5
14	625	15
237	2711	0
1754	3160	7
35384	1760	12
211	4920	11
209	1680	38
322	4351	1
110	5765	5
118	3889	26
8179	3640	7
9415	9238	14
215	1084	4
11990	6872	27
211	5646	36
39530	1728	19
346	8916	3
8	7382	24
225	4593	25
2261	8352	31
11622	6643	7
14	48	25
7984	5143	28
1048	4770	27
19489	4602	7
57	2129	21
114	8644	38
16	1278	4
112	4357	29
510	498	7
101	533	9
3068	1843	30
14	4357	42
12	8596	10
143	3547	10
10837	9937	2
12	9592	20
103	7965	19
2317	7545	2
2101	2784	29
1908	2269	1
1734	4357	19
110	3403	2
147	4606	0
101	311	21
451	2086	37
14	2415	39
112	6406	4
149	1263	33
137	3303	8
107	1260	14
7829	8398	10
475	6715	12
4670	2145	13
140	4262	4
154	1064	9
13135	1116	25
3268	347	10
393	3312	9
29134	5021	11
108	5870	16
13258	9012	5
12	2648	10
101	3781	35
564	2933	4
116	3952	19
430	3456	2
8	9878	16
111	6018	9
22176	5981	0
724	3987	2
14	182	15
264	8039	30
1507	9404	9
1233	9107	29
212	8765	0
12	2557	20
106	7552	27
20122	2574	0
254	3931	17
164	2846	16
2315	1087	11
136	5426	38
111	9253	16
102	1649	6
280	3970	15
183	8122	1
39088	9483	11
11070	4596	5
346	7423	23
198	7606	21
104	7141	40
