106	807	4	10.63
212	191	7	44.63
251	127	21	131.05
101	886	6	10
124	1314	3	17.22
1761	101	4	8.91
112	1240	8	51.65
110	929	16	121.82
146	506	23	236.4
695	14	9	20.01
3736	8	4	38.38
966	188	3	24.86
3046	12	3	8.7
948	105	5	16.39
106	3293	3	15.17
127	175	3	4.47
287	139	4	17.17
334	105	8	16.71
102	3066	4	19.47
157	110	17	40.69
625	121	3	11.4
3528	14	4	17.4
1893	12	3	5.29
5032	8	4	46.01
554	14	9	15.7
6369	1025	3	55.56
139	317	4	18.29
215	298	3	18.26
2529	101	7	32.74
1882	131	3	21.33
106	1876	7	41.26
1135	104	5	17.88
128	227	7	26.14
117	5315	3	26.04
723	107	9	38.87
799	101	12	34.52
107	1157	16	117.87
364	360	3	24.59
174	305	4	23.86
12	2342	3	6.36
107	1594	3	10.96
677	101	9	17.86
112	176	11	23.84
101	3245	3	8.87
1173	119	4	21.89
1112	3143	3	46.62
2584	115	3	18.38
417	14	8	8.17
102	4731	3	15.02
118	1000	7	43.68
170	1441	4	37.49
302	4999	4	62.99
106	4261	3	17.93
180	12	24	17.6
845	14	4	4.31
108	1237	3	10.73
122	670	6	34.31
4419	14	5	31.07
3321	119	3	21.44
832	103	3	5.42
2043	12	3	5.79
2894	12	3	7.79
2424	101	3	7.18
4224	182	3	35.85
568	101	6	5.7
12	3560	6	35.69
124	1389	4	26.03
148	224	3	10.39
104	2175	3	11.93
828	420	3	30.87
1838	104	4	16.87
103	3736	4	23.45
104	583	3	4.09
103	3660	3	15.06
101	3146	4	14.78
995	102	3	4.93
335	1532	3	33.23
106	4707	3	17.93
126	3849	3	24.94
112	2075	4	23.8
362	110	6	18.05
486	1519	3	35.77
245	3141	4	50.87
473	105	5	9.74
1301	14	3	4.08
400	384	3	25.68
102	1086	19	124.04
107	2102	3	12.53
686	119	3	11.2
137	497	5	29.01
113	595	3	8.22
110	3876	3	20.26
124	677	4	19.79
113	444	7	26.19
221	443	3	21.25
1037	101	5	8.19
749	104	7	24
5115	2552	3	57.13
123	3135	5	46.35
102	2504	5	23.93
1943	101	3	5.45
112	2326	3	16.47
394	109	4	7.78
12	234	67	236.72
113	3077	3	19.12
305	155	11	82.53
270	101	46	142.98
1453	3461	6	117.67
4997	109	4	35.77
978	120	3	14.06
373	105	6	10.75
227	159	3	12.38
1869	12	3	5.29
2719	12	3	7.79
101	1212	5	9.57
113	136	14	12.95
1020	14	8	22.16
102	1991	5	21.25
2338	14	3	7.07
106	246	14	32.99
219	2296	3	32.15
1325	112	3	12.97
103	1177	8	36.61
120	738	22	197.88
383	12	8	5.74
110	4700	3	21.83
852	101	7	13.2
126	1206	7	52.67
220	102	14	17.89
118	1373	3	15.45
196	124	8	25.34
103	4129	5	38.75
1085	16	8	60.22
5209	104	3	19.42
409	111	19	109.12
103	1166	6	23.35
729	453	3	30.45
1418	109	3	11.68
922	101	5	7.06
112	1868	4	22.96
102	2020	9	54.62
129	249	7	28.67
101	2844	3	7.95
109	1235	3	10.95
134	474	4	20.02
122	394	6	27.03
301	648	11	130.64
