221	211	7	10.8
114	1526	7	17.82
2462	123	5	17.79
2166	110	4	6.65
2130	129	3	8.22
1189	325	3	15.94
118	227	20	7.87
404	2255	7	76.46
1402	135	4	9.67
714	193	3	7.58
2971	16	4	11.21
119	953	7	12.31
5467	2930	3	46.35
128	1384	5	14.85
106	463	13	11.49
104	698	19	33.02
916	105	11	17.51
2068	5502	3	44.08
1060	130	5	11.03
117	1161	5	7.49
1981	117	4	8.89
203	157	19	32.1
12	2381	7	9.75
144	3746	3	14.71
1802	623	3	24.4
2104	313	4	29.13
122	5252	3	15.15
101	2920	6	12.91
105	361	19	11.64
2255	372	7	74.32
125	2394	3	7.66
299	105	21	7.16
3880	103	4	10.54
3173	2694	5	80.6
107	1567	6	11.12
9	126	61	33.56
1626	2335	3	37.95
2941	107	4	9.52
1019	120	5	6.65
1762	155	3	10.32
183	1777	3	13.75
3011	140	6	37.24
1485	142	4	11.03
534	103	17	9.09
4191	119	4	19.64
108	895	7	7.53
127	120	104	51.96
12	3502	5	6.96
103	2202	6	8.07
45	1013	4	11
478	281	4	13.7
57	140	34	9.35
39	109	54	9.08
438	2	11	14.61
2964	120	3	6.94
410	8	9	14.05
105	1242	6	7.57
235	1026	14	115.56
212	161	8	6.87
923	108	8	11.49
3509	193	3	18.35
772	147	6	13.63
12	1859	8	11.14
672	128	6	8.1
114	149	56	7.72
1280	110	6	8.94
1800	102	7	7.02
113	996	6	7.01
152	596	5	9.01
300	387	4	13.04
8	1476	4	11.48
191	298	11	30.83
3703	113	3	7
3873	106	3	7.93
455	231	3	7.2
21	211	19	30.42
690	190	3	7.25
170	154	14	7.56
2054	108	4	6.75
538	12	29	21.59
21	139	46	50.34
2247	883	3	28.55
1410	193	3	11.8
119	2116	6	20.84
111	6433	3	12.89
1206	1299	7	79.81
387	220	4	8.8
102	452	22	6.94
1671	300	4	26.78
8	1222	6	18.21
906	175	4	13.82
59	85	35	22.2
128	478	7	7.16
101	1195	10	8.1
173	2432	3	14.36
3610	112	3	6.92
118	6179	3	14.5
160	933	3	7.2
12	3331	5	6.96
104	1860	6	10.16
129	1631	4	10.33
180	336	12	38.38
107	474	29	84.52
868	171	3	7.18
6226	730	3	36.86
168	1889	3	11.99
2902	57	3	10.74
107	372	33	72.83
1299	2530	7	97.75
410	446	3	11.89
545	111	10	8.69
2044	1823	3	32.63
1919	130	4	11.39
1883	109	8	27.18
133	2459	3	8.53
3450	124	5	27.75
196	1786	3	13.94
771	180	3	7.15
1631	8	5	17.08
1775	101	8	11.77
142	2537	4	15.52
137	4950	3	18.08
166	297	7	9.48
611	124	7	9.63
3323	117	3	8.07
3846	124	3	12.27
2331	117	4	10.23
113	3358	3	7
2014	57	3	8.65
111	3685	5	21.48
156	585	6	14.82
171	197	12	15.76
1415	106	8	20.36
3484	12	5	6.96
567	12	29	28.38
330	880	3	14.66
199	110	31	9.37
2	855	6	8.62
847	3846	4	51.52
133	658	12	35.35
104	4294	4	12.11
118	362	13	10.95
1180	121	8	21.69
137	121	58	7.08
1796	964	8	99.08
125	925	5	8.24
111	1492	5	7.81
122	1658	4	7.74
101	435	24	9.31
151	190	13	8.28
1764	175	3	13.38
110	975	9	16.16
1059	113	6	7.68
151	6271	3	20.35
107	1744	6	12.56
453	181	4	7.87
609	110	15	26.18
435	365	3	10.39
119	4992	3	14.73
194	636	3	6.86
453	284	3	8.42
175	5856	3	24.64
134	137	45	11.47
117	1991	8	38.49
440	175	10	38
1211	12	12	8
109	12	767	70.55
1020	135	4	6.89
2468	110	4	7.91
3141	112	3	6.92
880	330	3	14.66
759	445	3	15.55
162	1004	3	6.92
642	1024	3	20.94
102	1735	9	13.45
102	1779	7	9.68
642	972	4	30.11
431	126	14	28.7
738	107	9	9.68
1330	101	10	9.97
182	144	16	8.4
119	8	63	11.77
235	1459	10	90.75
12	271	56	6.83
133	111	123	59.4
2334	13	5	22.23
197	167	18	37.07
5793	3138	3	47.94
745	192	3	7.51
163	945	3	6.72
2160	114	4	7.71
2232	101	8	17.21
1857	132	3	7.07
116	6139	3	13.49
773	107	23	95.92
201	3027	5	43.86
3336	2	3	11.06
4312	130	3	13
211	311	5	9.49
185	700	3	7.06
888	295	16	142.75
103	111	395	31.8
613	105	16	23.69
3702	130	3	10.88
520	185	4	9.2
335	119	12	7.01
5531	103	3	7.91
1676	176	4	19.61
140	4642	4	24.81
127	2144	4	12.06
13	331	8	6.83
458	319	3	9.48
946	143	4	7.2
1034	12	14	10.21
173	147	23	21.59
128	2258	3	7.78
1763	149	3	8.87
1057	2597	4	44.96
267	419	4	11.67
291	662	3	10.99
150	1646	3	8.59
526	235	18	118.02
165	1229	3	8.39
171	3400	4	26.25
138	12	289	22.27
554	139	11	31.46
2579	104	6	12.92
106	3569	4	11.47
201	431	6	18.83
139	330	40	184.05
6	3173	5	59.73
107	622	26	94.6
163	2574	7	51.89
126	383	35	142.97
2721	1354	4	47.68
16	6415	3	13.82
16	45	47	13.52
1941	12	9	12.54
318	118	17	16.15
799	260	3	10.92
1756	6433	3	42.45
138	344	9	9.29
1883	1626	3	31
155	1245	4	13.06
1152	293	14	138.56
1152	123	14	72.55
1812	108	5	9.68
4970	131	3	17.56
426	117	14	19.85
107	2475	5	12.95
691	120	9	13.72
2198	2	5	15.57
131	2209	3	7.53
2563	1330	3	31.07
8	2034	3	8.16
169	320	8	17.02
111	1055	7	10.38
766	134	5	7.04
135	103	167	13.13
2555	150	7	47.52
1966	8	3	8.16
2	1512	4	8.04
352	239	4	8.52
12	1294	12	11.05
110	4612	3	8.27
116	5111	3	13.49
1091	146	4	9.34
2957	146	3	11.3
660	171	4	9.49
437	884	3	16.61
1007	103	10	7.69
152	1570	3	8.07
1268	144	4	10.22
125	101	257	15.58
2373	136	4	15.01
12	373	36	7.12
294	257	4	7.24
304	430	8	38.54
274	111	21	11.14
136	59	37	7.38
340	500	3	10.48
2576	57	3	9.58
3841	153	3	16.4
254	965	3	12.03
2184	167	4	20.44
9	793	7	16.7
2082	106	8	32.41
6114	16	3	13.82
57	1926	3	8.65
253	135	17	20.25
107	1957	6	14.29
101	4507	4	8.6
218	102	57	7.65
332	1948	3	19.16
1101	218	3	11.79
125	2963	4	14.9
125	5032	3	16.71
119	2820	3	6.95
911	2255	7	90.69
130	1010	5	9.75
129	106	104	13.56
1755	85	9	56.7
1289	113	5	6.64
165	143	25	15.65
236	12	73	11.56
6091	108	3	12.59
146	2323	3	10.14
1644	1476	3	30.24
134	385	8	7.57
196	1485	3	12.57
103	6049	3	7.91
2	2961	3	7.56
3769	108	3	8.36
294	12	59	23.42
12	536	25	10.88
2	207	47	81.27
932	102	13	10.57
3424	16	3	7.51
5382	235	3	27.03
737	216	3	9.31
330	335	7	29.82
615	424	3	14.18
109	2876	4	9.48
142	575	12	36.82
1167	1152	14	211.98
110	2393	7	29.2
512	225	4	11.43
110	2604	4	9.57
184	2556	3	14.94
366	291	3	6.95
2694	1354	5	64.3
104	229	67	73.93
118	2631	3	6.75
3677	117	3	8.07
104	119	220	6.69
264	167	7	8.83
165	160	15	10.82
104	178	80	44.12
105	1092	8	11.21
16	1420	5	8.21
126	1239	4	7.7
173	1253	3	10.1
4846	661	3	36.32
259	403	3	6.83
392	117	11	8.24
1242	155	3	8.46
2118	119	7	28.55
993	119	10	27.39
6267	105	3	11.07
150	1970	3	10.09
231	167	27	96.92
1352	167	3	10.38
346	116	14	8.71
174	651	3	6.85
112	2911	4	10.41
622	361	11	79.45
107	842	8	8.83
201	581	4	12.14
1387	134	6	20.35
5614	136	3	18.2
2655	1615	3	34.14
110	1947	5	9.55
228	455	4	11.19
169	2899	3	15.29
161	1315	3	9.39
135	258	11	6.75
1057	1010	4	34.08
1354	21	5	18.44
141	1937	4	12.83
2191	12	8	11.14
273	113	18	7.42
144	836	5	10.19
122	287	14	7.57
102	660	17	8.99
139	4942	3	18.83
59	1005	4	7.4
152	256	34	114.44
509	151	5	7.27
6207	16	3	13.82
9	3397	4	19.52
481	181	4	8.25
2720	139	6	37.7
152	141	43	38.08
235	293	77	753.04
161	1368	3	9.89
1354	454	5	39.88
235	123	80	291.82
13	113	80	14.77
648	121	7	7.36
146	1913	3	8.41
2253	207	3	16.35
103	202	53	7.95
157	710	7	21.26
185	685	3	6.83
924	106	9	14.05
119	1499	6	15.21
1279	112	6	10.07
1391	186	3	11.44
1685	127	4	9.93
1214	124	4	6.73
3383	111	3	6.65
1322	119	7	17.53
1366	157	3	8.36
45	39	243	1843.83
136	6180	3	18.2
160	594	4	7.77
297	264	4	7.71
2	4035	4	20.54
118	3658	3	8.15
174	1009	4	13.49
160	384	9	22.12
706	262	4	15.99
120	1616	10	49.15
1153	155	3	7.52
175	3138	3	17.98
1062	111	15	57.33
1413	130	5	14.51
422	130	8	8.75
4219	1875	3	45.11
1034	142	9	34.62
1225	122	6	12.53
1265	136	4	9.78
8	3483	4	19.45
201	8	20	21.94
113	3021	4	10.51
252	637	3	9.2
223	1034	3	11.52
254	2539	7	65.56
129	7	7	11.36
120	1058	8	18.55
129	457	7	7.68
112	3936	3	8.92
220	1970	3	16.1
103	5749	3	7.91
3881	105	3	6.91
21	3367	4	22.47
527	116	11	12.4
130	663	7	11.96
125	2875	4	14.9
289	379	3	7.25
279	166	8	11.59
5118	116	3	13.49
859	119	6	7.55
151	122	44	10.18
101	2307	6	12.91
119	3027	3	8.36
1272	101	9	8.37
2334	113	4	8.82
12	113	592	8.16
4414	104	4	12.11
523	532	5	30.37
