9	6873	15
108	6643	12
106	8415	2
9698	7982	1
101	5347	2
148	5328	19
14	1669	26
109	9148	23
14	7142	21
119	3524	13
184	7162	7
507	5654	6
102	1602	5
386	2007	6
494	3741	3
26863	3685	1
748	5433	4
59	1076	22
103	9228	6
14	778	14
15235	2534	11
217	812	19
10455	4799	7
105	6604	22
29619	8973	16
102	1157	5
7522	5234	8
143	162	15
15	9922	6
119	3579	32
1586	2131	5
14	6340	9
6054	9556	3
23933	2052	4
226	5365	22
114	5890	21
349	1303	10
14	4608	16
3290	7086	4
20866	3362	3
34440	186	13
21	4057	11
634	7254	14
14	4517	14
2	5018	11
284	1401	1
103	5933	9
2151	4149	4
808	9304	22
12	1576	4
128	2541	0
17326	5047	0
24056	6326	8
345	9824	11
31217	3294	17
13	8998	12
101	4110	8
193	9162	4
744	9477	13
3719	7079	15
12	2182	21
85	3020	4
1066	8686	11
106	1468	7
35987	4602	10
2051	9251	10
240	5951	9
31299	5623	6
9	7411	5
34674	7664	13
20898	8081	17
103	7535	6
105	8032	10
101	3663	27
101	4010	7
273	5594	10
2578	2857	4
34377	354	19
1543	1197	15
12	1263	4
290	6445	11
12	9569	11
315	9946	1
141	9864	3
17262	3370	18
12	5254	16
10028	6316	11
635	1468	13
975	9422	4
343	3499	4
1405	6077	18
3846	8198	6
485	7150	8
31892	6905	15
32677	1119	13
109	4337	2
14	516	10
28406	6557	13
14	3819	13
104	3526	2
12	9775	13
104	7242	10
12	7401	19
104	4261	13
102	1256	11
103	9894	8
120	4319	10
1042	3473	1
2627	4558	4
16828	339	19
802	3861	15
8	1824	24
685	9039	3
20843	48	2
850	3393	1
909	4274	6
137	8088	12
2505	8889	2
399	2768	1
152	2429	11
4899	6883	13
1537	70	30
188	6865	12
101	1282	4
12	3016	19
1280	4927	24
2683	716	14
217	4107	1
134	1623	0
2	6673	0
14	1357	10
143	4924	38
105	6786	16
101	1858	6
1066	3457	7
112	5751	2
104	8041	2
34045	4136	7
141	7622	15
623	4989	18
1109	5934	9
153	990	19
125	8924	6
27479	8689	4
538	8861	17
4551	9844	1
115	3010	0
13224	6855	28
15496	1961	11
465	9069	1
2328	2300	6
102	4330	3
12	9327	15
227	3773	4
132	614	20
14	4716	10
362	1323	11
10908	7574	8
116	8877	6
107	6296	26
102	6255	12
1371	2839	5
16	7533	9
3001	7730	2
164	4168	17
135	657	2
141	3725	7
103	7265	2
140	5130	22
20447	853	18
333	9711	35
35743	5451	9
245	9083	1
651	4990	3
2848	8612	6
1010	2724	8
363	5674	4
16	9896	6
3848	6858	2
3542	8747	1
14	1224	13
103	2401	15
25001	2355	2
111	7955	12
395	6212	6
1517	3861	3
118	3500	10
7508	8275	27
12	9353	2
14512	2690	6
16	4003	6
106	2032	4
110	2649	6
112	3992	8
12	2762	22
14024	3622	9
13	7559	15
32887	9434	11
211	7406	9
122	5503	11
472	771	14
277	2420	3
